Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.07","E","Estimated value"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.24","E","Estimated value"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","780","Trinidad and Tobago","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","33","E","Estimated value"
"FBS","Food Balances (2010-)","788","Tunisia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","10895.06","X","Figure from international organizations"
"FBS","Food Balances (2010-)","788","Tunisia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","11557.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","788","Tunisia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","12161.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.93","E","Estimated value"
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.89","E","Estimated value"
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.63","E","Estimated value"
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","23","E","Estimated value"
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","24","E","Estimated value"
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","26","E","Estimated value"
"FBS","Food Balances (2010-)","792","Türkiye","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","73195.35","X","Figure from international organizations"
"FBS","Food Balances (2010-)","792","Türkiye","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","79646.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","792","Türkiye","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","84135.43","X","Figure from international organizations"
"FBS","Food Balances (2010-)","792","Türkiye","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","3.64","E","Estimated value"
"FBS","Food Balances (2010-)","792","Türkiye","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","5.32","E","Estimated value"
"FBS","Food Balances (2010-)","792","Türkiye","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","6.34","E","Estimated value"
"FBS","Food Balances (2010-)","792","Türkiye","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","792","Türkiye","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","10","E","Estimated value"
"FBS","Food Balances (2010-)","792","Türkiye","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","10","E","Estimated value"
"FBS","Food Balances (2010-)","795","Turkmenistan","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","5267.97","X","Figure from international organizations"
"FBS","Food Balances (2010-)","795","Turkmenistan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","5766.43","X","Figure from international organizations"
"FBS","Food Balances (2010-)","795","Turkmenistan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","6250.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","795","Turkmenistan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","21.35","E","Estimated value"
"FBS","Food Balances (2010-)","795","Turkmenistan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","22.39","E","Estimated value"
"FBS","Food Balances (2010-)","795","Turkmenistan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","24.24","E","Estimated value"
"FBS","Food Balances (2010-)","795","Turkmenistan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","795","Turkmenistan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","795","Turkmenistan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","5","E","Estimated value"
"FBS","Food Balances (2010-)","800","Uganda","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","32341.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","800","Uganda","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","37477.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","800","Uganda","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","44404.61","X","Figure from international organizations"
"FBS","Food Balances (2010-)","800","Uganda","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.99","E","Estimated value"
"FBS","Food Balances (2010-)","800","Uganda","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.72","E","Estimated value"
"FBS","Food Balances (2010-)","800","Uganda","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.89","E","Estimated value"
"FBS","Food Balances (2010-)","800","Uganda","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","30","E","Estimated value"
"FBS","Food Balances (2010-)","800","Uganda","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","27","E","Estimated value"
"FBS","Food Balances (2010-)","800","Uganda","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","31","E","Estimated value"
"FBS","Food Balances (2010-)","804","Ukraine","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","45683.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","804","Ukraine","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","44982.56","X","Figure from international organizations"
"FBS","Food Balances (2010-)","804","Ukraine","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","43909.67","X","Figure from international organizations"
"FBS","Food Balances (2010-)","804","Ukraine","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","10.67","E","Estimated value"
"FBS","Food Balances (2010-)","804","Ukraine","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.5","E","Estimated value"
"FBS","Food Balances (2010-)","804","Ukraine","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.14","E","Estimated value"
"FBS","Food Balances (2010-)","804","Ukraine","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","25","E","Estimated value"
"FBS","Food Balances (2010-)","804","Ukraine","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","17","E","Estimated value"
"FBS","Food Balances (2010-)","804","Ukraine","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","24","E","Estimated value"
"FBS","Food Balances (2010-)","784","United Arab Emirates","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","8481.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","784","United Arab Emirates","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","8916.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","784","United Arab Emirates","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","9287.29","X","Figure from international organizations"
"FBS","Food Balances (2010-)","784","United Arab Emirates","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","3.02","E","Estimated value"
"FBS","Food Balances (2010-)","784","United Arab Emirates","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.29","E","Estimated value"
"FBS","Food Balances (2010-)","784","United Arab Emirates","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.22","E","Estimated value"
"FBS","Food Balances (2010-)","784","United Arab Emirates","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","784","United Arab Emirates","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","49","E","Estimated value"
"FBS","Food Balances (2010-)","784","United Arab Emirates","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","48","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","62760.04","X","Figure from international organizations"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","65224.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","67059.47","X","Figure from international organizations"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","7.12","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","6.12","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","5.42","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","35","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","33","E","Estimated value"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","45110.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","52542.82","X","Figure from international organizations"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","61704.52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","3.27","E","Estimated value"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.7","E","Estimated value"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.97","E","Estimated value"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","834","United Republic of Tanzania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","840","United States of America","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","311182.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","840","United States of America","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","324607.78","X","Figure from international organizations"
