Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","368","Iraq","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","1.42","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","1.43","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","6","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","5","E","Estimated value"
"FBS","Food Balances (2010-)","368","Iraq","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","7","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4524.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","372","Ireland","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","4665.76","X","Figure from international organizations"
"FBS","Food Balances (2010-)","372","Ireland","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","4946.12","X","Figure from international organizations"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","32.53","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","7.7","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.52","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","42","E","Estimated value"
"FBS","Food Balances (2010-)","372","Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","36","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","7328.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","376","Israel","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","8007.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","376","Israel","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","8757.49","X","Figure from international organizations"
"FBS","Food Balances (2010-)","376","Israel","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","10.17","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.28","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","12.5","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","34","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","40","E","Estimated value"
"FBS","Food Balances (2010-)","376","Israel","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","41","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","59822.45","X","Figure from international organizations"
"FBS","Food Balances (2010-)","380","Italy","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","60232.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","380","Italy","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","59500.58","X","Figure from international organizations"
"FBS","Food Balances (2010-)","380","Italy","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","10.68","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.5","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","8.91","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","45","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","48","E","Estimated value"
"FBS","Food Balances (2010-)","380","Italy","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","52","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2733.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","388","Jamaica","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2794.45","X","Figure from international organizations"
"FBS","Food Balances (2010-)","388","Jamaica","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2820.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","388","Jamaica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","12.16","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.08","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.95","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","48","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","45","E","Estimated value"
"FBS","Food Balances (2010-)","388","Jamaica","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","54","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","128105.43","X","Figure from international organizations"
"FBS","Food Balances (2010-)","392","Japan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","127250.93","X","Figure from international organizations"
"FBS","Food Balances (2010-)","392","Japan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","125244.76","X","Figure from international organizations"
"FBS","Food Balances (2010-)","392","Japan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","7.25","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","9.89","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","8.61","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","105","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","98","E","Estimated value"
"FBS","Food Balances (2010-)","392","Japan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","93","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","6931.26","X","Figure from international organizations"
"FBS","Food Balances (2010-)","400","Jordan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","9494.25","X","Figure from international organizations"
"FBS","Food Balances (2010-)","400","Jordan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","10928.72","X","Figure from international organizations"
"FBS","Food Balances (2010-)","400","Jordan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","3.87","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.38","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","5.69","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","11","E","Estimated value"
"FBS","Food Balances (2010-)","400","Jordan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","16627.84","X","Figure from international organizations"
"FBS","Food Balances (2010-)","398","Kazakhstan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","17835.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","398","Kazakhstan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","18979.24","X","Figure from international organizations"
"FBS","Food Balances (2010-)","398","Kazakhstan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","18.41","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","19.78","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","21.77","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","11","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","41517.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","404","Kenya","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","46851.49","X","Figure from international organizations"
"FBS","Food Balances (2010-)","404","Kenya","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","51985.78","X","Figure from international organizations"
"FBS","Food Balances (2010-)","404","Kenya","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.23","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","7.77","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.98","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","6","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","7","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","5","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","108","X","Figure from international organizations"
"FBS","Food Balances (2010-)","296","Kiribati","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","116.71","X","Figure from international organizations"
"FBS","Food Balances (2010-)","296","Kiribati","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","126.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","296","Kiribati","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.45","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","1.99","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","37.39","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","141","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","149","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","153","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2943.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","414","Kuwait","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","3908.74","X","Figure from international organizations"
"FBS","Food Balances (2010-)","414","Kuwait","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","4360.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","414","Kuwait","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.34","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","8.16","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","8.8","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","26","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","26","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","27","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","5483.77","X","Figure from international organizations"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","5914.98","X","Figure from international organizations"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","6424.87","X","Figure from international organizations"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","9.94","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","13.19","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","19.47","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","4","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","4","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","2","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","6323.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","6787.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","7319.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","9.34","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","11.68","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","13.03","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","38","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","50","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","56","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2101.53","X","Figure from international organizations"
"FBS","Food Balances (2010-)","428","Latvia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1991.95","X","Figure from international organizations"
"FBS","Food Balances (2010-)","428","Latvia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1897.05","X","Figure from international organizations"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","27.76","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","16.65","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","15.7","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","54","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","38","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","60","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4995.8","X","Figure from international organizations"
"FBS","Food Balances (2010-)","422","Lebanon","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","6398.94","X","Figure from international organizations"
"FBS","Food Balances (2010-)","422","Lebanon","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5662.92","X","Figure from international organizations"
"FBS","Food Balances (2010-)","422","Lebanon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.45","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.25","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.36","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","18","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","15","E","Estimated value"
"FBS","Food Balances (2010-)","422","Lebanon","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","16","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2022.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","426","Lesotho","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2118.52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","426","Lesotho","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2254.1","X","Figure from international organizations"
"FBS","Food Balances (2010-)","426","Lesotho","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","5.59","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","14.57","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","24.65","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","2","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","3","E","Estimated value"
"FBS","Food Balances (2010-)","426","Lesotho","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","7","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","4019.96","X","Figure from international organizations"
"FBS","Food Balances (2010-)","430","Liberia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","4612.33","X","Figure from international organizations"
"FBS","Food Balances (2010-)","430","Liberia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","5087.59","X","Figure from international organizations"
"FBS","Food Balances (2010-)","430","Liberia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","1.25","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","10.93","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","16.64","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","430","Liberia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","8","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","6491.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","434","Libya","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","6192.23","X","Figure from international organizations"
"FBS","Food Balances (2010-)","434","Libya","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","6653.94","X","Figure from international organizations"
"FBS","Food Balances (2010-)","434","Libya","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","3.72","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.21","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","19.33","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","44","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","37","E","Estimated value"
"FBS","Food Balances (2010-)","434","Libya","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","46","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","3139.02","X","Figure from international organizations"
"FBS","Food Balances (2010-)","440","Lithuania","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2963.76","X","Figure from international organizations"
"FBS","Food Balances (2010-)","440","Lithuania","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","2820.27","X","Figure from international organizations"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","16.92","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","13.12","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","12.04","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","70","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","55","E","Estimated value"
"FBS","Food Balances (2010-)","440","Lithuania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","59","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","507.07","X","Figure from international organizations"
"FBS","Food Balances (2010-)","442","Luxembourg","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","569.41","X","Figure from international organizations"
"FBS","Food Balances (2010-)","442","Luxembourg","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","630.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","442","Luxembourg","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","20.44","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","12.14","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","9.33","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","44","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","50","E","Estimated value"
"FBS","Food Balances (2010-)","442","Luxembourg","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","48","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","21731.05","X","Figure from international organizations"
"FBS","Food Balances (2010-)","450","Madagascar","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","24850.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","450","Madagascar","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","28225.18","X","Figure from international organizations"
